text	rating	consumer_id	language	reply_message	consumer_countryCode	consumersReviewCountOnSameDomain	dates_publishedDate	consumer_numberOfReviews	reply_publishedDate	likes	consumer_isVerified	title
"Keytrade c'est un peu comme ""c'est pas mauvais, mais c'est pas terrible non plus!"".
J'étais cliente chez ING jusqu'en Avril 2021, j'ai changé à Keytrade car ING devenait payant pour les + de 25ans et je doit dire que Keytrade est sérieusement à la masse niveau technologie.
Je fais donc un récapitulatif des + et des - par rapport aux autre banques:
Positif:
+ compte à vue et épargne gratuit peu importe l'âge
+ on a 5cent de gagné par transaction. On gagne plus d'argent grâce à cet avantage que sur un compte épargne (il faudra cependant voir quel va être le retour de pédale pour compenser cela côté Keytrade...)
+ 50€ d'offert en devant client
+ banque en ligne sympa et pratique (et chouettes couleurs)

Négatif:
- pas de QR code pour les virements instantanés (gros retard technologique)
- le week-end faire une transaction entre vos comptes épargne et à vue met 2 heures avant d'arriver sur le compte à vue: je me suis retrouvée sans argent pendant 2 heures en vacances à cause de ça: chez ING vous avez l'argent direct en quelques secondes (gros retard technologique)
- service client contradictoire: ils se contredisent entre eux (l'un dit ""on accepte les chèques FR"", on envoie le chèque original et finalement, quand on rappelle après une semaine sans nouvelle, l'autre collègue dit ""on n'accepte pas les chèques FR"")"	3	5d97b77391a5ae46ea622620	fr		ES	1	2021-08-13T12:06:38.000Z	1		0	False	"Keytrade ""c'est pas mauvais, mais c'est pas terrible non plus!"""
"Ik wou overstappen van bank voor zowel investing en zowel voor mezelf, mijn man als kinderen. 

Als je als nieuw klant een aanvraag doet voor de (gratis) visakaart mag je eerst 2 weken wachten voor je een antwoord krijgt.  Vervolgens krijg je 1 zinnetje uitleg:  'je aanvraag werd geweigerd'.  Geen uitleg.  

Via de klantendienst vraag je de voorwaarden aan.  Ik denk dat ik aan al deze voorwaarden voldoe.  Helaas wou men me niet vertellen waarom mijn dossier niet goedgekeurd werd.

Niet klantgericht,  lang wachten, ... teleurstellend."	1	5f2b3bbe5e6fb01299fa1298	nl		BE	1	2021-08-11T10:28:46.000Z	2		0	False	Rotslechte klantendienst en gratis visakaart is helaas een fabeltje
Interessante rentes voor hypothecaire kredieten, maar voor dagelijks bankieren zou ik hier NOOIT klant worden. Extreem omslachtige manieren van werken en aanmelden.  Ik wacht al twee weken op een nieuwe inlogcode. Telefonische helpdesk is puur tijdverlies.	1	61127c2962bff10012775309	nl		BE	1	2021-08-10T13:16:39.000Z	2		3	False	Omslachtige manier van werken en slechte service.
Un mois que je n'ai plus d'accès à mes comptes banquaire. Service client d'une nulité sans nom, une semaine d'attente pour une réponse à coté de la plaque, une autre pour autre réponse tout aussi médiocre ... Voila un mois que cela dure ... Un mois ... C'est trop long pour une banque ...	1	5506a6a70000ff0001b1afcb	fr		BE	1	2021-08-10T07:56:21.000Z	16		1	False	Un mois que je n'ai plus d'accès à mes…
"Na het overlijden van onze opa al een maand aan het wachten op deze bank om te weten te komen of er nog openstaande rekeningen op zijn naam zijn.
Al sinds 15 juli worden onze mails volledig genegeerd. Telefonisch nemen ze ook niet op. Ik zou hier nooit een rekening openen (dat is ook te zien aan de andere reviews)."	1	600c4c8249f2830019286df8	nl		BE	1	2021-08-09T10:09:15.000Z	4		0	False	Antwoorden op geen enkele mail
Zeer hevige nalatigheid bij successiedossier. Dossier laten liggen tot laatste week. Na afronding successie vertikken ze het om rekeningen vrij te geven. Mijn inziens is dit een criminele organisatie. Bank onwaardig. Personen aan de telefoon kunnen u niet doorverwijzen naar juiste afdeling, ondanks eerder keuzemenu. Blijf zo ver mogelijk weg van deze instelling. Echt maffia en onprofessioneel.	1	5fe64b4b4cdcf50019e9310c	nl		BE	1	2021-08-04T21:51:51.000Z	4		1	False	Zeer hevige nalatigheid bij…
Personnellement aucun soucis, 5 jours ouvrables cartes et comptes opérationnel.	5	61093aee7b060c0012ab9ed8	fr		BE	1	2021-08-03T12:47:50.000Z	1		0	False	Personnellement aucun soucis
"HORRIBLE- À FUIR 
Le service client en plus d’être désagréable ne sont jamais joignable ! De plus lorsqu’il y a un problème toujours aucun transféré de l’argent qui était sur ma carte volée depuis 3SEMAINES !! N’y aller jamais. 
Très mauvais et application la plus nulle du monde
Dernière actualité : toujours aucune nouvelles depuis 2mois... Ils me fatiguent"	1	61026a2a7787e20012665743	fr		BE	1	2021-07-29T08:43:31.000Z	1		0	False	HORRIBLE- À FUIR
Client depuis 15 ans à la fois à titre personnel et pour mon entreprise , le centre d'appel est difficilement joignable et inefficace ,on se demande s'il y a quelqu'un au  front comme au back office  ... sans raison un virement en provenance de France a été renvoyé sur le compte de l'émetteur , du jamais vu dans ma carrière . La seule chose qu'ils savent faire c'est de faire poireauter les clients au téléphone . il y a mieux maintenant en Belgique !	1	5b20f7024de5666d34295a69	fr		BE	1	2021-07-23T12:34:08.000Z	2		0	False	Client depuis 15 ans à la fois à titre…
"Klantendienst is onvriendelijk en bij het openen van een rekening krijg ik de melding ""Vanwege de huidige situatie verwerken we daarom geen aanvragen meer voor het openen van rekeningen voor rechtspersonen. U kunt in september opnieuw contact met ons opnemen om meer te weten te komen over het actualiseren van onze beslissingen met betrekking tot de opening van bedrijven."".  Wat moet ik daar onder verstaan?????"	1	5ad0dd0c4de5666d34745bc2	nl		BE	1	2021-07-17T09:42:06.000Z	3		0	False	Klantendienst is onvriendelijk en bij…
"This is worst bank customer service I have ever dealt with. Takes few weeks before they respond to mails.
If you call, every time you get other person on the phone and you have to explain the problem & situatian again. After more then 1 month my problem is still not solved."	1	5e5422d768c4b91b28d0522a	en		BE	1	2021-07-16T12:33:57.000Z	7		1	False	Bad customer service
"Nu al enkele maanden problemen met de visa kaart. Op mails krijg je geen antwoord en als je dan opbelt idd (zoals hier al vele malen vermeld)moet je nog 15 minuten minimum luisteren naar en veel te luid irritant muziek.
Kreeg ik een zeker Frederick aan de lijn die alles behalve vriendelijk was, en nog zei de volgende keer onmiddellijk u kaart activeren wat ik trouwens gedaan had. Maar ja ik mocht blijkbaar niks zeggen , want meneer kon anders niet volgen, zette hij me dan maar terug in wacht! 
Jammer dat er tal van beleggingen en zo daar lopen want anders was ik naar de concurrent.
Dan had  ik ook een vraag betreffende mijn man en kreeg ik gewoon dan belt hij zelf mevr.
Vraag ik,me af wanneer, hij werkt tot 17 u en kan moeilijk op zijn werk 30 min aan de telefoon hangen enkel om een nieuwe Hardkey te vragen
Hulp is echt ondermaats
Hopelijk doen ze eens iets met al die reviews want het regent klachten"	2	60ed8db28128600011699c3f	nl		BE	1	2021-07-13T12:57:30.000Z	3		1	False	Nu al enkele maanden problemen met de…
"Noodgedwongen ben ik door Rabobank overgegeven aan Keytrade en dan meer bepaald voor het pensioensparen.  Die overgang is vlot verlopen.  Automatisch werd ook een betaalrekening en spaarrekening geopend, echter alles gratis.  Gezien deze diensten dan toch gratis waren en er bovenop nog eens 5 cent werd betaald per overschrijving, ben ik stilaan de betaalrekening beginnen te gebruiken.  Gezien alles vlot verliep, ben ik bijna volledig overgeschakeld naar Keytrade.  Tot zij vorig jaar in juli hun platform hebben vernieuwd.  Plots kon ik geen overschrijvingen meer doen.  Na een 10-tal e-mails en telefoons naar de klantendienst, hebben ze dan toegegeven dat er een probleem was met het platform maar dit zou zo vlug mogelijk opgelost worden.  In januari dit jaar (6 maand later) kreeg ik dan plots een telefoontje met de mededeling dat ik teruggezet werd naar het oude platform zodat ik eindelijk terug aan mijn centen kon.  Gedurende die periode kon ik wel gratis via e-mail overschrijvingen doorgeven zodat ik toch niet helemaal berooid bleef zitten.  Ik had ondertussen ook een manier gevonden om toch overschrijvingen te doen door alles eerst in een word document te typen en dan gegeven per gegeven te kopiëren in hun website.  Nog enkele maanden later, ondervond ik plotseling dat ik terug op het nieuwe platform zat.  Deze keer kon ik deze wel normaal gebruiken.  Wat nu het nieuwe platform betreft, dit is al beter dan het oude, maar moet qua gebruiksgemak wel onderdoen voor het platform van andere banken.
In april dit jaar ontdek ik dat de eindbelasting op mijn pensioensparen werd afgehouden.  Bij nazicht stel ik vast dat Keytrade een fout in de berekening heeft gedaan.  Zo ongeveer 20 e-mails/telefoons later, waarin ik met hand en tand uitleg wat er fout is gegaan, meldt een zeer onwillige dame dat er inderdaad te veel belastingen werden afgehouden.  Gezien dit bedrag reeds werd doorgestuurd naar de belastingen, moest ik dat bedrag maar zelf terugvorderen bij de belastingdienst!  Uiteindelijk na sterk aandringen van mezelf en e-mails naar ongeveer alle afdelingen van Keytrade, hebben zij dan zelf de fout rechtgezet.  Ik kan me voorstellen dat iemand die iets minder stevig in de schoenen staat, dit over zich laat gaan en derhalve zijn geld kwijt is want een rechtzetting door de belastingsdienst is onmogelijk.  
Hieruit blijkt dat de klantendienst van deze bank beneden alle peil is en dat er fouten bij de vleet worden gemaakt.  Een internetbank waar je gedurende 6 maand geen (of heel moeilijk) online verrichtingen kan doen is te gek voor woorden.
En ja, ik ben nog steeds klant omwille van de gratis rekening/verrichtingen/debet- en creditkaarten.  Blijkbaar is er ook veel commenteer over hun hoge prijzen ivm beursverrichtingen, maar deze liggen ook een pak lager dan wat ik voorheen bij Belfius betaalde."	1	60dc70ff47e6f30012743692	nl		BE	1	2021-06-30T13:28:09.000Z	4		3	False	produkten ok, dienstverlening 0%
"Je n'ai pas réussi à ouvrir un compte. Huit semaines après la demande d'ouvert de compte, on me dit que tout est en ordre et que c'est en cours. 

Plusieurs appel pendant l'attente et à chaque appel, on me dit que ça va arriver fin de semaine, que le dossier va être escaladé à l'équipe en charge de l'ouverture des comptes.

J'ai attendu encore deux semaines, et on me sort encore le même refrain. Bref, c'est du mensonge afin de faire patienter les gens. J'ouvre un compte dans une banque pour y placer mon argent. C'est une relation de confiance. Si l'un des parti n'est pas honnête envers l'autre, ça ne peut pas marcher.
J'ai demandé l'annulation de la création de compte.

J'aurais certainement patienté si dès le début Keytrade avait été transparent et indiqué le délais pour une ouverture de compte, au lieu de mentir à ces futurs clients."	1	5fe35317161e01001a58a400	fr		BE	1	2021-06-29T10:08:53.000Z	6		1	False	Une banque qui ne donne pas confiance.
"SERVICE CLIENTELE DESASTREUX !!! depuis >12 mois.
Dialogue de sourds. Impossible de recevoir LOGON pour mon épouse malgré multiples coups de tél + mails.
IMPOSSIBLE d'avoir un responsable/dirigeant au tél.
Mon rating est au mieux: 0,5/5
Etienne de Walque"	1	5c136f00bcb0643f9c22dc8e	fr		BE	1	2021-06-17T15:24:48.000Z	2		0	False	SERVICE CLIENTELE DESASTREUX !!
Most slow and useless Bank  I have ever experienced. Until now it has taken more than two months to open an account. They don't respond to mails at all. I can't recommend this Bank to anyone.  They only get 1 star because there are no option to give less.	1	60c7a576041480001bea1a01	en		BE	1	2021-06-14T18:53:15.000Z	6		1	False	Most slow and useless Bank  I have ever…
"Désastreux ! Aucun suivi clientèle. J attends mes cartes bancaires pour commencer à utiliser le compte que j ai ouvert en ligne mais rien ne vient depuis 5 semaines.
Je vais me tourner vers une autre banque."	1	60c706b2041480001be9a2cd	fr		BE	1	2021-06-14T07:36:57.000Z	2		1	False	Désastreux
"Geen antwoorden op émails info at keytrabank.com en ook niet op legal at keytradebank.com
Ook verschillende keren getelefoneerd, druk nr zoveel -druk nr zoveel, muziek een lange tijd, dan ineens afgebroken, geen personeel dat aan de telefoon komt.  Het heeft me geld gekost aan telefoonkosten, zonder iemand aan de lijn te hebben  En daar sta je dan.  Hoe moet men hen bereiken ? Was al een hele week hen proberen te bereiken.
Om 16u  sluit de bank, kun je hen ook niet meer  bereiken telefonisch
Ben heel ontevreden  0/10  voor support naar de klant
Geld zal  naar andere bank gaan, die  hulp geven aan de klant en bereikbaar zijn"	1	6053747236087e001b48949d	nl		BE	1	2021-06-05T14:11:49.000Z	7		0	False	Geen antwoorden op émails…geen telefoons beantwoorden
"It is been over three weeks since I applied to open an account with Keytade. At the end of the application it said I would receive a letter in the post. Three weeks later and I have received zero response from them.

They do not reply to emails. The telephone line is never answered. It is as if they don't exist. I regret applying and providing them with my data, what an awful service."	1	4f475b2a000064000114c538	en		BE	1	2021-05-26T13:25:33.000Z	4		1	False	Terrible
Je donne 5 sur 5 car même si le service clientèle est long et laisse parfois à désirer. Je suis satisfait du compte, les cartes de débit et crédits. De plus, les produits sont ultra compétitifs. La seule banque en Belgique qui rétribue ces clients avec un véritable compte bancaire qui ne coute rien.	5	60a7bde312c963001dbd44c3	fr		BE	1	2021-05-21T14:05:13.000Z	1		1	False	Je donne 5 sur 5 car même si le service…
